voter_id,photo_reference,first_name,last_name,age,age_group,gender,district,constituency,polling_station_id,booth_number,registration_status,processing_status,verification_status,verification_timestamp,processing_timestamp,queue_time_minutes,processing_time_minutes,anomaly_type
VOTER023048,synthetic://voter/023048.svg,Tara,Kapoor,40,35-44,Male,District-08,CONST-048,PS-048,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T16:29:00,1.48,7.1,
VOTER023049,synthetic://voter/023049.svg,Sia,Rao,56,55-64,Female,District-09,CONST-049,PS-049,2,REGISTERED,PENDING,PENDING,,,9.97,4.96,
VOTER023050,synthetic://voter/023050.svg,Nila,Shah,57,55-64,Female,District-10,CONST-050,PS-050,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T08:47:00,7.03,2.43,
VOTER023051,synthetic://voter/023051.svg,Sia,Kapoor,53,45-54,Female,District-01,CONST-001,PS-001,4,REGISTERED,PROCESSED,PENDING,,2026-01-15T13:54:00,8.49,5.08,
VOTER023052,synthetic://voter/023052.svg,Leela,Das,18,18-24,Male,District-02,CONST-002,PS-002,3,REGISTERED,PENDING,PENDING,,,4.95,6.63,
VOTER023053,synthetic://voter/023053.svg,Rohan,Rao,77,75-85,Male,District-03,CONST-003,PS-003,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T16:33:00,15.1,6.69,
VOTER023054,synthetic://voter/023054.svg,Arun,Sen,66,65-74,Male,District-04,CONST-004,PS-004,3,REGISTERED,PENDING,PENDING,,,1.28,7.49,
VOTER023055,synthetic://voter/023055.svg,Leela,Bose,63,55-64,Female,District-05,CONST-005,PS-005,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T16:39:00,6.32,5.27,
VOTER023056,synthetic://voter/023056.svg,Dev,Sen,40,35-44,Male,District-06,CONST-006,PS-006,2,REGISTERED,PENDING,PENDING,,,8.2,7.89,
VOTER023057,synthetic://voter/023057.svg,Ishaan,Roy,66,65-74,Male,District-07,CONST-007,PS-007,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T16:43:00,7.44,7.22,
VOTER023058,synthetic://voter/023058.svg,Sia,Roy,60,55-64,Female,District-08,CONST-008,PS-008,4,REGISTERED,PROCESSED,PENDING,,2026-01-15T12:42:00,0.2,4.99,
VOTER023059,synthetic://voter/023059.svg,Rohan,Iyer,18,18-24,Male,District-09,CONST-009,PS-009,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T07:35:00,15.25,1.52,
VOTER023060,synthetic://voter/023060.svg,Arun,Bose,82,75-85,Female,District-10,CONST-010,PS-010,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T10:11:00,5.38,9.11,
VOTER023061,synthetic://voter/023061.svg,Kabir,Nair,42,35-44,Female,District-01,CONST-011,PS-011,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T11:34:00,12.83,4.02,
VOTER023062,synthetic://voter/023062.svg,Dev,Sen,53,45-54,Female,District-02,CONST-012,PS-012,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T14:36:00,12.29,8.14,
VOTER023063,synthetic://voter/023063.svg,Aarav,Shah,61,55-64,Female,District-03,CONST-013,PS-013,4,REGISTERED,PROCESSED,PENDING,,2026-01-15T09:41:00,10.35,7.37,
VOTER023064,synthetic://voter/023064.svg,Anika,Bose,38,35-44,Female,District-04,CONST-014,PS-014,5,REGISTERED,PROCESSED,PENDING,,2026-01-15T15:11:00,6.96,1.35,
VOTER023065,synthetic://voter/023065.svg,Aarav,Shah,70,65-74,Female,District-05,CONST-015,PS-015,2,REGISTERED,PENDING,PENDING,,,9.41,3.51,
VOTER023066,synthetic://voter/023066.svg,Tara,Iyer,64,55-64,Male,District-06,CONST-016,PS-016,3,REGISTERED,PENDING,PENDING,,,7.81,10.51,
VOTER023067,synthetic://voter/023067.svg,Dev,Roy,80,75-85,Female,District-07,CONST-017,PS-017,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T17:11:00,10.28,3.55,
VOTER023068,synthetic://voter/023068.svg,Mira,Rao,29,25-34,Female,District-08,CONST-018,PS-018,2,REGISTERED,PENDING,PENDING,,,14.32,4.12,
VOTER023069,synthetic://voter/023069.svg,Tara,Roy,82,75-85,Male,District-09,CONST-019,PS-019,2,REGISTERED,PENDING,PENDING,,,7.1,6.77,
VOTER023070,synthetic://voter/023070.svg,Rohan,Rao,63,55-64,Male,District-10,CONST-020,PS-020,1,REGISTERED,PENDING,PENDING,,,5.85,5.01,
VOTER023071,synthetic://voter/023071.svg,Anika,Roy,79,75-85,Female,District-01,CONST-021,PS-021,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T13:41:00,13.67,5.06,
VOTER023072,synthetic://voter/023072.svg,Anika,Joshi,60,55-64,Female,District-02,CONST-022,PS-022,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T08:53:00,14.49,9.93,
VOTER023073,synthetic://voter/023073.svg,Ishaan,Kapoor,65,65-74,Female,District-03,CONST-023,PS-023,4,REGISTERED,PROCESSED,PENDING,,2026-01-15T16:45:00,0.43,5.72,
VOTER023074,synthetic://voter/023074.svg,Kabir,Das,58,55-64,Male,District-04,CONST-024,PS-024,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T16:42:00,14.07,6.99,
VOTER023075,synthetic://voter/023075.svg,Ishaan,Iyer,26,25-34,Female,District-05,CONST-025,PS-025,4,REGISTERED,PENDING,PENDING,,,12.7,4.51,
VOTER023076,synthetic://voter/023076.svg,Tara,Rao,47,45-54,Female,District-06,CONST-026,PS-026,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T09:23:00,16.31,5.91,
VOTER023077,synthetic://voter/023077.svg,Sia,Mehta,85,75-85,Female,District-07,CONST-027,PS-027,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T17:58:00,8.3,4.85,
VOTER023078,synthetic://voter/023078.svg,Anika,Nair,34,25-34,Male,District-08,CONST-028,PS-028,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T08:59:00,10.65,5.97,
VOTER023079,synthetic://voter/023079.svg,Aarav,Kapoor,82,75-85,Male,District-09,CONST-029,PS-029,5,REGISTERED,PROCESSED,PENDING,,2026-01-15T15:50:00,9.95,3.97,
VOTER023080,synthetic://voter/023080.svg,Sia,Rao,30,25-34,Female,District-10,CONST-030,PS-030,2,REGISTERED,PENDING,PENDING,,,11.26,28.0,unusually_long_processing
VOTER023081,synthetic://voter/023081.svg,Nila,Shah,31,25-34,Female,District-01,CONST-031,PS-031,2,REGISTERED,PENDING,PENDING,,,6.06,4.47,
VOTER023082,synthetic://voter/023082.svg,Tara,Joshi,57,55-64,Male,District-02,CONST-032,PS-032,3,REGISTERED,PENDING,PENDING,,,15.81,3.19,
VOTER023083,synthetic://voter/023083.svg,Arun,Kapoor,36,35-44,Female,District-03,CONST-033,PS-033,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T09:11:00,9.75,2.01,
VOTER023084,synthetic://voter/023084.svg,Arun,Nair,54,45-54,Male,District-04,CONST-034,PS-034,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T09:21:00,9.54,1.35,
VOTER023085,synthetic://voter/023085.svg,Anika,Joshi,25,25-34,Male,District-05,CONST-035,PS-035,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T13:53:00,7.95,4.82,
VOTER023086,synthetic://voter/023086.svg,Leela,Sen,69,65-74,Female,District-06,CONST-036,PS-036,2,REGISTERED,PENDING,PENDING,,,0.2,3.45,
VOTER023087,synthetic://voter/023087.svg,Tara,Joshi,80,75-85,Male,District-07,CONST-037,PS-037,4,REGISTERED,PROCESSED,PENDING,,2026-01-15T12:33:00,12.16,4.25,
VOTER023088,synthetic://voter/023088.svg,Leela,Mehta,32,25-34,Male,District-08,CONST-038,PS-038,4,REGISTERED,PENDING,PENDING,,,7.04,6.1,
VOTER023089,synthetic://voter/023089.svg,Mira,Sen,43,35-44,Female,District-09,CONST-039,PS-039,2,REGISTERED,PENDING,PENDING,,,7.4,9.19,
VOTER023090,synthetic://voter/023090.svg,Mira,Nair,41,35-44,Female,District-10,CONST-040,PS-040,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T09:08:00,14.44,7.48,
VOTER023091,synthetic://voter/023091.svg,Leela,Roy,35,35-44,Female,District-01,CONST-041,PS-041,2,REGISTERED,PENDING,PENDING,,,14.76,2.94,
VOTER023092,synthetic://voter/023092.svg,Kabir,Mehta,29,25-34,Female,District-02,CONST-042,PS-042,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T14:29:00,13.46,3.12,
VOTER023093,synthetic://voter/023093.svg,Rohan,Joshi,50,45-54,Female,District-03,CONST-043,PS-043,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T07:33:00,8.67,8.28,
VOTER023094,synthetic://voter/023094.svg,Mira,Iyer,63,55-64,Female,District-04,CONST-044,PS-044,5,REGISTERED,PENDING,PENDING,,,13.97,4.84,
VOTER023095,synthetic://voter/023095.svg,Arun,Joshi,81,75-85,Male,District-05,CONST-045,PS-045,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T14:37:00,9.77,5.13,
VOTER023096,synthetic://voter/023096.svg,Tara,Roy,78,75-85,Male,District-06,CONST-046,PS-046,1,REGISTERED,PENDING,PENDING,,,6.25,7.61,
VOTER023097,synthetic://voter/023097.svg,Aarav,Joshi,43,35-44,Male,District-07,CONST-047,PS-047,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T17:08:00,14.08,4.72,
VOTER023098,synthetic://voter/023098.svg,Anika,Das,74,65-74,Female,District-08,CONST-048,PS-048,2,REGISTERED,PENDING,PENDING,,,8.71,4.36,
VOTER023099,synthetic://voter/023099.svg,Dev,Bose,66,65-74,Female,District-09,CONST-049,PS-049,4,REGISTERED,PROCESSED,PENDING,,2026-01-15T17:40:00,11.44,5.95,
VOTER023100,synthetic://voter/023100.svg,Tara,Mehta,54,45-54,Male,District-10,CONST-050,PS-050,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T08:37:00,9.07,10.67,
VOTER023101,synthetic://voter/023101.svg,Nila,Bose,48,45-54,Female,District-01,CONST-001,PS-001,2,REGISTERED,PENDING,PENDING,,,8.03,5.58,
VOTER023102,synthetic://voter/023102.svg,Kabir,Iyer,37,35-44,Female,District-02,CONST-002,PS-002,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T14:17:00,5.55,5.65,
VOTER023103,synthetic://voter/023103.svg,Arun,Iyer,46,45-54,Male,District-03,CONST-003,PS-003,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T14:57:00,6.93,8.0,
VOTER023104,synthetic://voter/023104.svg,Tara,Mehta,44,35-44,Male,District-04,CONST-004,PS-004,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T07:06:00,8.26,5.98,
VOTER023105,synthetic://voter/023105.svg,Nila,Rao,65,65-74,Female,District-05,CONST-005,PS-005,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T14:22:00,5.48,2.57,
VOTER023106,synthetic://voter/023106.svg,Anika,Rao,64,55-64,Female,District-06,CONST-006,PS-006,1,REGISTERED,PENDING,PENDING,,,6.94,4.26,
VOTER023107,synthetic://voter/023107.svg,Dev,Shah,54,45-54,Male,District-07,CONST-007,PS-007,4,REGISTERED,PROCESSED,PENDING,,2026-01-15T07:17:00,3.94,7.25,
VOTER023108,synthetic://voter/023108.svg,Rohan,Mehta,52,45-54,Male,District-08,CONST-008,PS-008,4,REGISTERED,PROCESSED,PENDING,,2026-01-15T08:29:00,5.57,6.62,
VOTER023109,synthetic://voter/023109.svg,Dev,Kapoor,34,25-34,Male,District-09,CONST-009,PS-009,1,REGISTERED,PENDING,PENDING,,,5.83,5.31,
VOTER023110,synthetic://voter/023110.svg,Dev,Das,26,25-34,Male,District-10,CONST-010,PS-010,3,REGISTERED,PENDING,PENDING,,,0.2,7.78,
VOTER023111,synthetic://voter/023111.svg,Dev,Iyer,76,75-85,Female,District-01,CONST-011,PS-011,2,REGISTERED,PENDING,PENDING,,,5.24,1.8,
VOTER023112,synthetic://voter/023112.svg,Tara,Rao,25,25-34,Male,District-02,CONST-012,PS-012,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T08:41:00,0.4,6.19,
VOTER023113,synthetic://voter/023113.svg,Sia,Bose,32,25-34,Male,District-03,CONST-013,PS-013,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T07:36:00,12.05,8.95,
VOTER023114,synthetic://voter/023114.svg,Rohan,Mehta,84,75-85,Female,District-04,CONST-014,PS-014,5,REGISTERED,PENDING,PENDING,,,0.2,6.61,
VOTER023115,synthetic://voter/023115.svg,Ishaan,Sen,31,25-34,Female,District-05,CONST-015,PS-015,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T10:52:00,9.2,6.15,
VOTER023116,synthetic://voter/023116.svg,Ishaan,Iyer,49,45-54,Female,District-06,CONST-016,PS-016,1,REGISTERED,PENDING,PENDING,,,1.08,5.08,
VOTER023117,synthetic://voter/023117.svg,Ishaan,Bose,19,18-24,Male,District-07,CONST-017,PS-017,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T10:48:00,11.5,6.2,
VOTER023118,synthetic://voter/023118.svg,Kabir,Sen,64,55-64,Male,District-08,CONST-018,PS-018,1,REGISTERED,PENDING,PENDING,,,13.81,5.36,
VOTER023119,synthetic://voter/023119.svg,Rohan,Shah,68,65-74,Female,District-09,CONST-019,PS-019,4,REGISTERED,PROCESSED,PENDING,,2026-01-15T08:49:00,6.9,5.35,
VOTER023120,synthetic://voter/023120.svg,Ishaan,Mehta,29,25-34,Male,District-10,CONST-020,PS-020,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T17:54:00,10.08,5.07,
VOTER023121,synthetic://voter/023121.svg,Rohan,Mehta,69,65-74,Female,District-01,CONST-021,PS-021,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T07:09:00,8.81,3.81,
VOTER023122,synthetic://voter/023122.svg,Tara,Shah,30,25-34,Male,District-02,CONST-022,PS-022,3,REGISTERED,PENDING,PENDING,,,10.35,1.2,
VOTER023123,synthetic://voter/023123.svg,Rohan,Kapoor,59,55-64,Male,District-03,CONST-023,PS-023,4,REGISTERED,PROCESSED,PENDING,,2026-01-15T11:25:00,9.94,7.0,
VOTER023124,synthetic://voter/023124.svg,Dev,Sen,69,65-74,Male,District-04,CONST-024,PS-024,1,REGISTERED,PENDING,PENDING,,,12.98,6.75,
VOTER023125,synthetic://voter/023125.svg,Anika,Malik,56,55-64,Female,District-05,CONST-025,PS-025,2,REGISTERED,PENDING,PENDING,,,0.2,6.12,
VOTER023126,synthetic://voter/023126.svg,Aarav,Malik,30,25-34,Female,District-06,CONST-026,PS-026,2,REGISTERED,PENDING,PENDING,,,9.04,7.07,
VOTER023127,synthetic://voter/023127.svg,Dev,Shah,72,65-74,Female,District-07,CONST-027,PS-027,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T08:40:00,2.43,8.39,
VOTER023128,synthetic://voter/023128.svg,Leela,Shah,75,75-85,Male,District-08,CONST-028,PS-028,1,REGISTERED,PENDING,PENDING,,,2.14,7.71,
VOTER023129,synthetic://voter/023129.svg,Arun,Mehta,54,45-54,Female,District-09,CONST-029,PS-029,5,REGISTERED,PENDING,PENDING,,,11.76,6.77,
VOTER023130,synthetic://voter/023130.svg,Sia,Mehta,27,25-34,Female,District-10,CONST-030,PS-030,1,REGISTERED,PENDING,PENDING,,,6.02,9.64,
VOTER023131,synthetic://voter/023131.svg,Sia,Mehta,75,75-85,Female,District-01,CONST-031,PS-031,4,REGISTERED,PENDING,PENDING,,,8.38,5.98,
VOTER023132,synthetic://voter/023132.svg,Nila,Shah,45,45-54,Female,District-02,CONST-032,PS-032,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T08:58:00,17.73,4.18,
VOTER023133,synthetic://voter/023133.svg,Dev,Nair,62,55-64,Female,District-03,CONST-033,PS-033,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T07:00:00,10.37,1.38,
VOTER023134,synthetic://voter/023134.svg,Leela,Rao,27,25-34,Male,District-04,CONST-034,PS-034,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T17:01:00,7.53,1.2,
VOTER023135,synthetic://voter/023135.svg,Rohan,Das,46,45-54,Female,District-05,CONST-035,PS-035,1,REGISTERED,PENDING,PENDING,,,4.39,7.29,
VOTER023136,synthetic://voter/023136.svg,Nila,Mehta,58,55-64,Female,District-06,CONST-036,PS-036,1,REGISTERED,PENDING,PENDING,,,6.88,5.75,
VOTER023137,synthetic://voter/023137.svg,Kabir,Bose,44,35-44,Female,District-07,CONST-037,PS-037,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T08:36:00,8.71,7.16,
VOTER023138,synthetic://voter/023138.svg,Tara,Das,76,75-85,Female,District-08,CONST-038,PS-038,4,REGISTERED,PROCESSED,PENDING,,2026-01-15T16:33:00,3.7,6.04,
VOTER023139,synthetic://voter/023139.svg,Tara,Joshi,65,65-74,Female,District-09,CONST-039,PS-039,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T12:12:00,8.84,5.12,
VOTER023140,synthetic://voter/023140.svg,Aarav,Kapoor,37,35-44,Male,District-10,CONST-040,PS-040,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T15:04:00,0.2,7.18,
VOTER023141,synthetic://voter/023141.svg,Mira,Rao,80,75-85,Male,District-01,CONST-041,PS-041,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T14:31:00,6.09,4.35,
VOTER023142,synthetic://voter/023142.svg,Aarav,Mehta,83,75-85,Female,District-02,CONST-042,PS-042,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T07:16:00,8.18,2.76,
VOTER023143,synthetic://voter/023143.svg,Dev,Sen,67,65-74,Male,District-03,CONST-043,PS-043,4,REGISTERED,PROCESSED,PENDING,,2026-01-15T10:49:00,8.47,7.21,
VOTER023144,synthetic://voter/023144.svg,Sia,Nair,31,25-34,Female,District-04,CONST-044,PS-044,5,REGISTERED,PROCESSED,PENDING,,2026-01-15T11:40:00,7.12,7.56,
VOTER023145,synthetic://voter/023145.svg,Anika,Roy,39,35-44,Male,District-05,CONST-045,PS-045,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T14:58:00,5.57,8.41,
VOTER023146,synthetic://voter/023146.svg,Nila,Bose,46,45-54,Male,District-06,CONST-046,PS-046,3,REGISTERED,PENDING,PENDING,,,2.84,4.89,
VOTER023147,synthetic://voter/023147.svg,Mira,Rao,46,45-54,Male,District-07,CONST-047,PS-047,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T10:27:00,0.54,5.7,
VOTER023148,synthetic://voter/023148.svg,Kabir,Rao,22,18-24,Male,District-08,CONST-048,PS-048,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T08:38:00,13.61,3.32,
VOTER023149,synthetic://voter/023149.svg,Arun,Shah,81,75-85,Female,District-09,CONST-049,PS-049,2,REGISTERED,PENDING,PENDING,,,4.56,9.15,
VOTER023150,synthetic://voter/023150.svg,Anika,Sen,81,75-85,Female,District-10,CONST-050,PS-050,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T08:34:00,4.43,3.52,
VOTER023151,synthetic://voter/023151.svg,Dev,Nair,35,35-44,Male,District-01,CONST-001,PS-001,4,REGISTERED,PROCESSED,PENDING,,2026-01-15T10:03:00,8.0,6.24,
VOTER023152,synthetic://voter/023152.svg,Rohan,Sen,62,55-64,Female,District-02,CONST-002,PS-002,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T17:54:00,11.6,2.87,
VOTER023153,synthetic://voter/023153.svg,Sia,Bose,61,55-64,Male,District-03,CONST-003,PS-003,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T13:07:00,9.29,6.63,
VOTER023154,synthetic://voter/023154.svg,Leela,Roy,68,65-74,Male,District-04,CONST-004,PS-004,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T10:10:00,20.06,5.55,
VOTER023155,synthetic://voter/023155.svg,Dev,Shah,47,45-54,Female,District-05,CONST-005,PS-005,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T16:26:00,9.75,3.71,
VOTER023156,synthetic://voter/023156.svg,Ishaan,Rao,22,18-24,Male,District-06,CONST-006,PS-006,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T12:33:00,10.02,3.69,
VOTER023157,synthetic://voter/023157.svg,Arun,Bose,66,65-74,Male,District-07,CONST-007,PS-007,2,REGISTERED,PENDING,PENDING,,,7.57,2.43,
VOTER023158,synthetic://voter/023158.svg,Mira,Iyer,38,35-44,Female,District-08,CONST-008,PS-008,4,REGISTERED,PROCESSED,PENDING,,2026-01-15T13:28:00,6.68,2.96,
VOTER023159,synthetic://voter/023159.svg,Kabir,Joshi,82,75-85,Female,District-09,CONST-009,PS-009,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T12:21:00,13.77,8.77,
VOTER023160,synthetic://voter/023160.svg,Sia,Rao,25,25-34,Male,District-10,CONST-010,PS-010,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T15:40:00,18.2,5.64,
VOTER023161,synthetic://voter/023161.svg,Sia,Shah,72,65-74,Male,District-01,CONST-011,PS-011,2,REGISTERED,PENDING,PENDING,,,5.82,6.76,
VOTER023162,synthetic://voter/023162.svg,Sia,Iyer,63,55-64,Female,District-02,CONST-012,PS-012,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T15:42:00,9.71,4.46,
VOTER023163,synthetic://voter/023163.svg,Aarav,Malik,45,45-54,Female,District-03,CONST-013,PS-013,4,REGISTERED,PENDING,PENDING,,,5.98,4.93,
VOTER023164,synthetic://voter/023164.svg,Rohan,Nair,70,65-74,Male,District-04,CONST-014,PS-014,5,REGISTERED,PROCESSED,PENDING,,2026-01-15T12:58:00,16.73,3.07,
VOTER023165,synthetic://voter/023165.svg,Rohan,Nair,23,18-24,Female,District-05,CONST-015,PS-015,3,REGISTERED,PENDING,PENDING,,,12.04,12.27,
VOTER023166,synthetic://voter/023166.svg,Anika,Nair,19,18-24,Female,District-06,CONST-016,PS-016,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T11:01:00,7.89,2.71,
VOTER023167,synthetic://voter/023167.svg,Rohan,Das,67,65-74,Female,District-07,CONST-017,PS-017,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T11:39:00,5.98,5.12,
VOTER023168,synthetic://voter/023168.svg,Mira,Bose,37,35-44,Female,District-08,CONST-018,PS-018,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T14:39:00,4.69,6.31,
VOTER023169,synthetic://voter/023169.svg,Anika,Iyer,36,35-44,Female,District-09,CONST-019,PS-019,2,REGISTERED,PENDING,PENDING,,,4.66,5.46,
VOTER023170,synthetic://voter/023170.svg,Aarav,Kapoor,22,18-24,Female,District-10,CONST-020,PS-020,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T12:01:00,13.53,11.12,
VOTER023171,synthetic://voter/023171.svg,Rohan,Bose,47,45-54,Male,District-01,CONST-021,PS-021,3,REGISTERED,PENDING,PENDING,,,6.38,5.75,
VOTER023172,synthetic://voter/023172.svg,Ishaan,Joshi,76,75-85,Male,District-02,CONST-022,PS-022,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T13:22:00,0.2,7.43,
VOTER023173,synthetic://voter/023173.svg,Anika,Malik,79,75-85,Female,District-03,CONST-023,PS-023,4,REGISTERED,PENDING,PENDING,,,10.76,6.55,
VOTER023174,synthetic://voter/023174.svg,Anika,Joshi,19,18-24,Female,District-04,CONST-024,PS-024,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T17:01:00,6.26,4.72,
VOTER023175,synthetic://voter/023175.svg,Dev,Joshi,58,55-64,Male,District-05,CONST-025,PS-025,4,REGISTERED,PENDING,PENDING,,,8.85,8.81,
VOTER023176,synthetic://voter/023176.svg,Anika,Shah,79,75-85,Male,District-06,CONST-026,PS-026,2,REGISTERED,PENDING,PENDING,,,3.84,8.88,
VOTER023177,synthetic://voter/023177.svg,Kabir,Nair,25,25-34,Female,District-07,CONST-027,PS-027,3,REGISTERED,PENDING,PENDING,,,7.51,3.85,
VOTER023178,synthetic://voter/023178.svg,Nila,Joshi,73,65-74,Female,District-08,CONST-028,PS-028,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T11:08:00,13.64,8.41,
VOTER023179,synthetic://voter/023179.svg,Arun,Shah,66,65-74,Male,District-09,CONST-029,PS-029,5,REGISTERED,PROCESSED,PENDING,,2026-01-15T08:58:00,3.74,4.99,
VOTER023180,synthetic://voter/023180.svg,Tara,Shah,39,35-44,Male,District-10,CONST-030,PS-030,3,REGISTERED,PENDING,PENDING,,,2.42,3.11,
VOTER023181,synthetic://voter/023181.svg,Nila,Iyer,36,35-44,Female,District-01,CONST-031,PS-031,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T12:59:00,8.05,10.65,
VOTER023182,synthetic://voter/023182.svg,Anika,Das,29,25-34,Female,District-02,CONST-032,PS-032,3,REGISTERED,PENDING,PENDING,,,7.55,2.58,
VOTER023183,synthetic://voter/023183.svg,Arun,Malik,30,25-34,Female,District-03,CONST-033,PS-033,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T12:38:00,6.19,7.9,
VOTER023184,synthetic://voter/023184.svg,Tara,Joshi,39,35-44,Female,District-04,CONST-034,PS-034,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T17:23:00,8.8,1.2,
VOTER023185,synthetic://voter/023185.svg,Arun,Shah,48,45-54,Male,District-05,CONST-035,PS-035,1,REGISTERED,PENDING,PENDING,,,8.54,4.52,
VOTER023186,synthetic://voter/023186.svg,Ishaan,Bose,32,25-34,Male,District-06,CONST-036,PS-036,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T16:44:00,15.44,3.95,
VOTER023187,synthetic://voter/023187.svg,Kabir,Iyer,55,55-64,Male,District-07,CONST-037,PS-037,4,REGISTERED,PROCESSED,PENDING,,2026-01-15T09:21:00,13.12,3.68,
VOTER023188,synthetic://voter/023188.svg,Dev,Das,39,35-44,Male,District-08,CONST-038,PS-038,4,REGISTERED,PENDING,PENDING,,,4.32,5.68,
VOTER023189,synthetic://voter/023189.svg,Anika,Iyer,37,35-44,Female,District-09,CONST-039,PS-039,3,REGISTERED,PENDING,PENDING,,,14.2,3.57,
VOTER023190,synthetic://voter/023190.svg,Dev,Das,27,25-34,Male,District-10,CONST-040,PS-040,3,REGISTERED,PENDING,PENDING,,,15.37,4.82,
VOTER023191,synthetic://voter/023191.svg,Dev,Mehta,72,65-74,Female,District-01,CONST-041,PS-041,2,REGISTERED,PENDING,PENDING,,,9.63,7.34,
VOTER023192,synthetic://voter/023192.svg,Leela,Iyer,46,45-54,Male,District-02,CONST-042,PS-042,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T08:35:00,7.11,3.36,
VOTER023193,synthetic://voter/023193.svg,Sia,Roy,59,55-64,Female,District-03,CONST-043,PS-043,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T07:43:00,6.03,5.96,
VOTER023194,synthetic://voter/023194.svg,Leela,Roy,79,75-85,Male,District-04,CONST-044,PS-044,5,REGISTERED,PROCESSED,PENDING,,2026-01-15T07:09:00,6.47,3.51,
VOTER023195,synthetic://voter/023195.svg,Rohan,Shah,26,25-34,Male,District-05,CONST-045,PS-045,3,REGISTERED,PENDING,PENDING,,,7.04,5.71,
VOTER023196,synthetic://voter/023196.svg,Nila,Rao,55,55-64,Male,District-06,CONST-046,PS-046,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T13:20:00,14.09,6.28,
VOTER023197,synthetic://voter/023197.svg,Anika,Nair,23,18-24,Female,District-07,CONST-047,PS-047,3,REGISTERED,PENDING,PENDING,,,13.52,5.17,
